año,sentimiento_medio_anual,cierre
2018,0.0769402915309385,2746.2140239043824
2019,0.0745740993352624,2913.3579365079363
2020,0.0873937056404524,3217.855928853755
2021,0.0860275852983522,4273.406626984127
2022,0.0980183867245411,4098.514741035857
2023,0.0971198290066002,4283.72944
2024,0.0917354810635085,5428.235119047619
2025,0.0840239615973688,5801.046388888889
